Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Cleveland Cavaliers,Orlando Magic,0021900255,104,0.294,0.432,0.335,0.783,44.3,20.0,14.7,7.6,3.3,-7.0,105.0,112.3,0.534,116,0.375,0.423,0.311,0.782,46.7,22.8,13.2,8.2,6.5,-1.7,103.0,105.1,0.518,0,11/27/2019
Houston Rockets,Miami Heat,0021900259,117,0.647,0.444,0.333,0.774,44.7,20.1,14.5,7.8,4.7,3.0,111.9,108.8,0.571,108,0.75,0.481,0.388,0.761,43.3,25.4,18.7,9.3,4.9,6.6,108.9,102.6,0.594,1,11/27/2019
Portland Trail Blazers,Oklahoma City Thunder,0021900265,136,0.333,0.447,0.364,0.808,44.5,19.1,13.7,5.8,5.8,-2.3,108.7,110.7,0.552,119,0.375,0.46,0.357,0.793,42.3,21.8,15.5,7.9,4.7,-0.4,105.6,105.7,0.566,1,11/27/2019
Milwaukee Bucks,Atlanta Hawks,0021900261,111,0.824,0.473,0.341,0.721,48.2,22.7,14.4,7.1,5.9,8.6,111.7,103.0,0.58,102,0.235,0.454,0.312,0.737,40.9,23.0,17.1,8.7,4.8,-9.7,104.6,114.2,0.546,1,11/27/2019
Indiana Pacers,Utah Jazz,0021900256,121,0.625,0.467,0.363,0.82,46.1,25.3,13.9,6.7,5.5,4.9,108.4,103.5,0.551,102,0.647,0.456,0.385,0.773,45.0,21.0,16.2,6.0,4.6,3.5,106.2,102.7,0.57,1,11/27/2019
Charlotte Hornets,Detroit Pistons,0021900254,102,0.333,0.45,0.363,0.721,40.6,23.5,16.6,7.0,3.9,-7.9,105.1,113.0,0.553,101,0.353,0.464,0.39,0.764,42.0,24.7,17.4,7.0,5.5,-2.4,107.6,109.8,0.574,1,11/27/2019
Toronto Raptors,New York Knicks,0021900258,126,0.75,0.463,0.393,0.819,44.9,24.9,15.3,7.1,5.0,7.2,110.3,103.1,0.581,98,0.235,0.429,0.378,0.671,46.2,20.9,15.5,8.5,4.5,-6.7,103.5,110.2,0.522,1,11/27/2019
Memphis Grizzlies,LA Clippers,0021900260,119,0.313,0.46,0.355,0.761,43.0,26.0,16.0,7.5,5.1,-8.7,104.5,112.7,0.548,121,0.722,0.459,0.349,0.779,47.7,22.4,16.0,7.3,5.5,7.1,110.5,103.2,0.564,0,11/27/2019
New Orleans Pelicans,Los Angeles Lakers,0021900264,110,0.353,0.457,0.382,0.726,42.9,24.5,15.4,7.8,4.7,-4.2,109.8,114.0,0.564,114,0.882,0.479,0.359,0.745,44.8,26.4,14.7,8.3,7.5,8.8,111.1,103.2,0.57,0,11/27/2019
San Antonio Spurs,LA Clippers,0021900276,107,0.316,0.471,0.35,0.78,45.3,23.8,13.5,5.8,5.4,-3.4,110.4,113.4,0.558,97,0.737,0.459,0.348,0.778,47.2,22.7,15.9,7.4,5.5,6.9,110.6,103.7,0.564,1,11/29/2019
Los Angeles Lakers,Washington Wizards,0021900279,125,0.889,0.482,0.358,0.744,44.4,26.3,14.8,8.4,7.4,8.5,111.2,103.4,0.571,103,0.375,0.482,0.38,0.809,39.8,27.4,13.9,6.6,4.0,-1.3,113.5,114.8,0.583,1,11/29/2019
New York Knicks,Philadelphia 76ers,0021900271,95,0.222,0.426,0.372,0.68,46.3,20.9,15.7,8.4,4.5,-8.0,103.4,111.3,0.521,101,0.667,0.47,0.35,0.732,46.5,26.1,16.5,8.7,5.5,4.6,107.4,102.7,0.56,0,11/29/2019
Phoenix Suns,Dallas Mavericks,0021900277,113,0.471,0.463,0.371,0.822,40.7,26.5,14.2,7.4,3.8,2.2,110.7,108.4,0.581,120,0.647,0.466,0.362,0.767,46.9,24.4,13.3,6.4,4.6,7.6,116.1,108.5,0.582,0,11/29/2019
Brooklyn Nets,Boston Celtics,0021900267,112,0.5,0.449,0.345,0.737,44.7,22.5,15.3,6.7,4.9,-1.6,107.8,109.4,0.556,107,0.765,0.441,0.345,0.806,46.2,23.8,12.7,8.8,5.5,6.7,109.7,103.0,0.549,1,11/29/2019
Orlando Magic,Toronto Raptors,0021900269,83,0.412,0.427,0.314,0.784,45.8,22.7,13.0,8.5,6.4,-0.9,103.5,104.8,0.522,90,0.765,0.465,0.401,0.816,45.4,25.0,15.2,7.1,5.0,8.4,111.5,103.1,0.584,0,11/29/2019
Cleveland Cavaliers,Milwaukee Bucks,0021900270,110,0.278,0.433,0.334,0.787,44.5,20.0,15.2,7.5,3.1,-7.3,104.7,112.2,0.536,119,0.833,0.473,0.339,0.716,48.2,22.8,14.3,7.1,6.1,8.6,111.6,102.9,0.579,0,11/29/2019
Miami Heat,Golden State Warriors,0021900273,122,0.706,0.48,0.388,0.76,43.1,25.1,18.7,9.2,4.8,5.7,108.7,103.2,0.594,105,0.211,0.434,0.327,0.835,43.1,24.3,14.2,7.9,4.5,-8.5,105.0,114.0,0.536,1,11/29/2019
Detroit Pistons,Charlotte Hornets,0021900268,107,0.333,0.464,0.386,0.758,42.5,24.8,17.0,6.7,5.4,-2.3,107.9,110.0,0.571,110,0.368,0.449,0.358,0.727,40.8,23.8,16.1,6.8,4.0,-7.5,105.5,113.0,0.552,0,11/29/2019
Portland Trail Blazers,Chicago Bulls,0021900278,107,0.368,0.451,0.369,0.819,45.0,19.3,13.4,5.7,5.5,-1.3,110.0,111.0,0.557,103,0.316,0.425,0.34,0.747,42.6,22.3,15.1,9.5,3.9,-4.1,103.0,107.1,0.527,1,11/29/2019
Indiana Pacers,Atlanta Hawks,0021900272,105,0.647,0.471,0.363,0.819,45.9,25.2,13.8,6.7,5.4,5.7,109.1,103.3,0.554,104,0.222,0.451,0.313,0.735,41.3,23.0,17.2,8.4,4.8,-9.6,104.4,114.0,0.543,1,11/29/2019
Memphis Grizzlies,Utah Jazz,0021900274,94,0.294,0.46,0.357,0.768,43.1,25.9,16.2,7.5,4.9,-8.3,104.9,112.7,0.55,103,0.611,0.454,0.381,0.775,44.7,20.9,16.2,6.1,4.4,2.3,106.0,103.6,0.568,0,11/29/2019
Oklahoma City Thunder,New Orleans Pelicans,0021900275,109,0.353,0.459,0.354,0.792,42.0,21.6,14.9,7.7,4.5,-1.4,106.2,107.3,0.566,104,0.333,0.454,0.385,0.734,42.8,24.2,15.6,7.7,4.7,-4.2,109.6,114.0,0.564,1,11/29/2019
Philadelphia 76ers,Indiana Pacers,0021900281,119,0.684,0.468,0.346,0.739,46.6,25.9,16.5,8.5,5.8,4.7,107.2,102.6,0.56,116,0.667,0.468,0.356,0.813,45.4,24.7,13.8,7.0,5.4,5.4,108.3,102.8,0.551,1,11/30/2019
Houston Rockets,Atlanta Hawks,0021900282,158,0.667,0.444,0.334,0.774,44.6,20.0,14.5,8.0,4.6,3.3,111.9,108.6,0.573,111,0.211,0.45,0.311,0.743,41.4,22.4,17.5,8.5,4.7,-9.1,103.8,113.0,0.542,1,11/30/2019
Milwaukee Bucks,Charlotte Hornets,0021900283,137,0.842,0.475,0.34,0.717,48.1,23.1,14.3,7.1,6.0,8.6,112.0,103.2,0.58,96,0.4,0.451,0.365,0.727,40.8,24.0,15.9,6.9,4.2,-7.0,106.3,113.4,0.555,1,11/30/2019
Sacramento Kings,Denver Nuggets,0021900280,100,0.412,0.449,0.363,0.77,42.0,23.1,16.2,7.6,4.9,-3.8,106.2,109.8,0.554,97,0.813,0.449,0.353,0.74,47.8,26.1,14.0,7.8,5.1,5.5,107.6,102.1,0.536,1,11/30/2019
Los Angeles Lakers,Dallas Mavericks,0021900287,100,0.895,0.483,0.362,0.744,44.3,26.3,14.9,8.4,7.4,9.2,111.5,102.9,0.574,114,0.667,0.463,0.362,0.775,46.9,24.1,13.0,6.4,4.5,7.6,116.3,108.8,0.582,0,12/01/2019
New York Knicks,Boston Celtics,0021900285,104,0.211,0.427,0.373,0.672,45.9,20.6,15.6,8.2,4.5,-7.9,103.2,111.0,0.52,113,0.722,0.441,0.344,0.804,46.2,23.3,13.0,9.0,5.6,6.0,109.3,103.2,0.548,0,12/01/2019
Brooklyn Nets,Miami Heat,0021900284,106,0.526,0.45,0.349,0.736,44.8,22.8,15.5,6.8,5.0,-1.3,107.8,109.1,0.556,109,0.722,0.483,0.393,0.759,43.5,25.0,18.5,9.1,4.7,6.3,109.5,103.3,0.597,0,12/01/2019
LA Clippers,Washington Wizards,0021900292,150,0.7,0.456,0.349,0.784,47.2,22.6,15.9,7.3,5.5,6.0,109.8,103.7,0.561,125,0.353,0.477,0.373,0.814,39.8,27.1,14.1,6.8,3.9,-2.5,112.4,114.8,0.577,1,12/01/2019
Orlando Magic,Golden State Warriors,0021900290,100,0.389,0.423,0.311,0.786,46.2,22.4,13.6,8.6,6.7,-1.2,102.5,104.1,0.519,96,0.2,0.432,0.329,0.838,42.5,24.0,13.9,7.7,4.4,-8.9,105.0,114.5,0.536,1,12/01/2019
Detroit Pistons,San Antonio Spurs,0021900288,132,0.316,0.466,0.388,0.746,42.9,25.1,17.0,6.7,5.3,-2.4,108.5,110.7,0.572,98,0.35,0.469,0.353,0.785,45.4,24.0,13.4,5.9,5.5,-2.8,110.1,112.5,0.557,1,12/01/2019
Minnesota Timberwolves,Memphis Grizzlies,0021900286,107,0.556,0.44,0.324,0.746,45.2,22.2,14.7,7.9,6.2,-0.3,106.7,107.0,0.547,115,0.278,0.457,0.353,0.759,43.8,25.7,16.0,7.2,5.1,-8.3,104.5,112.4,0.545,0,12/01/2019
Toronto Raptors,Utah Jazz,0021900291,130,0.778,0.459,0.395,0.802,45.5,24.8,15.1,7.6,4.9,8.4,110.4,102.1,0.577,110,0.632,0.451,0.379,0.775,45.2,20.8,15.7,6.2,4.3,2.6,106.0,103.3,0.564,1,12/01/2019
New Orleans Pelicans,Oklahoma City Thunder,0021900289,104,0.316,0.454,0.38,0.733,42.8,23.9,15.5,7.7,4.6,-4.2,109.2,113.5,0.563,107,0.389,0.46,0.355,0.786,41.9,21.8,14.6,7.6,4.7,-1.0,106.1,107.0,0.566,0,12/01/2019
Philadelphia 76ers,Utah Jazz,0021900294,103,0.7,0.47,0.351,0.751,45.8,25.9,16.4,8.7,5.7,4.6,107.8,103.2,0.564,94,0.6,0.45,0.378,0.772,45.4,20.8,15.8,6.1,4.2,1.5,106.1,104.4,0.563,1,12/02/2019
Milwaukee Bucks,New York Knicks,0021900297,132,0.85,0.48,0.346,0.714,48.3,23.9,13.9,7.1,5.9,10.2,113.1,102.8,0.584,88,0.2,0.428,0.37,0.675,45.6,20.3,15.7,8.1,4.6,-7.9,103.4,111.2,0.523,1,12/02/2019
Atlanta Hawks,Golden State Warriors,0021900295,104,0.2,0.449,0.312,0.746,40.7,22.5,17.3,8.3,4.6,-10.9,103.9,114.8,0.543,79,0.19,0.43,0.326,0.836,42.7,23.9,13.9,7.6,4.4,-8.7,104.8,114.0,0.533,1,12/02/2019
Sacramento Kings,Chicago Bulls,0021900298,106,0.444,0.445,0.356,0.775,42.4,23.1,16.2,7.8,4.8,-3.4,105.7,108.9,0.549,113,0.3,0.423,0.341,0.743,42.8,22.3,14.9,9.5,3.8,-4.1,103.0,107.1,0.525,0,12/02/2019
Charlotte Hornets,Phoenix Suns,0021900293,104,0.381,0.446,0.363,0.73,41.4,23.9,15.7,6.8,4.0,-8.6,105.8,114.4,0.55,109,0.444,0.462,0.369,0.816,41.0,26.6,13.9,7.1,3.8,1.7,110.8,108.9,0.578,0,12/02/2019
Memphis Grizzlies,Indiana Pacers,0021900296,104,0.316,0.454,0.357,0.762,44.0,25.7,15.7,7.2,5.0,-7.5,104.7,111.8,0.544,117,0.632,0.472,0.362,0.815,44.6,24.6,14.1,7.0,5.3,5.0,108.6,103.6,0.556,0,12/02/2019
San Antonio Spurs,Houston Rockets,0021900303,135,0.333,0.466,0.349,0.788,44.7,23.8,13.1,6.2,5.5,-4.2,109.5,113.5,0.554,133,0.684,0.452,0.343,0.779,44.8,20.5,14.5,8.0,4.4,5.5,113.8,108.5,0.583,1,12/03/2019
LA Clippers,Portland Trail Blazers,0021900305,117,0.714,0.461,0.353,0.785,47.1,22.5,15.8,7.3,5.4,6.9,110.9,104.0,0.567,97,0.4,0.451,0.367,0.814,45.2,19.3,13.4,5.7,5.8,-1.0,109.9,110.6,0.557,1,12/03/2019
Cleveland Cavaliers,Detroit Pistons,0021900299,94,0.263,0.437,0.344,0.78,44.3,20.6,15.2,7.4,3.0,-7.4,105.0,112.6,0.539,127,0.35,0.472,0.393,0.745,43.3,25.5,17.0,6.6,5.3,-0.5,109.7,110.0,0.578,0,12/03/2019
Denver Nuggets,Los Angeles Lakers,0021900304,96,0.765,0.447,0.353,0.736,47.7,25.9,14.1,8.0,5.1,4.9,106.8,101.9,0.535,105,0.85,0.482,0.358,0.747,44.4,26.3,15.0,8.4,7.2,8.1,111.0,103.4,0.572,0,12/03/2019
Washington Wizards,Orlando Magic,0021900300,120,0.333,0.476,0.373,0.808,39.7,27.2,14.0,6.9,3.7,-3.6,112.2,115.8,0.575,127,0.421,0.423,0.312,0.78,46.4,22.4,13.7,8.5,6.8,-1.0,102.6,103.9,0.519,0,12/03/2019
Toronto Raptors,Miami Heat,0021900301,110,0.789,0.463,0.402,0.802,45.3,25.3,15.0,7.9,5.1,8.9,111.2,102.4,0.582,121,0.737,0.477,0.389,0.763,43.9,24.6,18.1,8.8,4.6,6.2,109.5,103.5,0.591,0,12/03/2019
New Orleans Pelicans,Dallas Mavericks,0021900302,97,0.3,0.454,0.383,0.737,42.7,23.9,15.3,7.7,4.7,-4.1,109.1,113.4,0.563,118,0.684,0.461,0.361,0.773,47.0,24.1,13.0,6.6,4.3,7.9,116.1,108.4,0.58,0,12/03/2019
Chicago Bulls,Memphis Grizzlies,0021900311,106,0.333,0.425,0.346,0.75,42.4,22.2,15.0,9.5,3.6,-3.6,103.5,107.1,0.53,99,0.3,0.453,0.351,0.771,43.7,25.6,15.5,7.1,5.0,-7.7,104.8,112.1,0.544,1,12/04/2019
Boston Celtics,Miami Heat,0021900310,112,0.737,0.441,0.345,0.8,46.1,23.4,13.1,8.8,5.7,6.2,109.6,103.4,0.548,93,0.75,0.476,0.39,0.763,44.2,24.7,17.8,8.5,4.7,6.4,109.5,103.4,0.59,1,12/04/2019
Orlando Magic,Phoenix Suns,0021900308,128,0.45,0.428,0.32,0.778,46.4,22.5,13.7,8.2,6.6,-0.6,103.6,104.5,0.524,114,0.474,0.461,0.36,0.811,40.8,26.8,13.6,7.4,3.9,1.9,110.6,108.7,0.576,1,12/04/2019
Detroit Pistons,Milwaukee Bucks,0021900307,103,0.381,0.476,0.399,0.742,43.5,25.9,16.7,6.8,5.4,1.1,110.8,109.5,0.581,127,0.857,0.483,0.351,0.709,48.7,24.2,13.9,7.0,5.8,11.7,113.9,102.1,0.588,0,12/04/2019
Portland Trail Blazers,Sacramento Kings,0021900315,127,0.381,0.45,0.363,0.814,45.3,19.3,13.4,5.7,5.8,-1.9,109.3,111.0,0.555,116,0.421,0.447,0.352,0.779,42.3,23.0,16.3,7.8,4.9,-3.6,105.8,109.2,0.551,1,12/04/2019
Utah Jazz,Los Angeles Lakers,0021900314,96,0.571,0.45,0.373,0.768,45.2,20.8,16.0,6.1,4.4,1.0,105.3,104.2,0.561,121,0.857,0.481,0.355,0.741,44.9,26.1,15.1,8.4,7.1,8.1,110.6,103.1,0.571,0,12/04/2019
Dallas Mavericks,Minnesota Timberwolves,0021900313,121,0.7,0.46,0.364,0.777,47.2,24.0,12.9,6.6,4.5,8.5,116.2,107.7,0.581,114,0.526,0.438,0.324,0.753,45.4,22.2,14.7,7.8,6.2,-0.7,106.4,107.1,0.546,1,12/04/2019
Atlanta Hawks,Brooklyn Nets,0021900309,118,0.238,0.449,0.311,0.752,40.7,22.5,17.2,8.5,4.6,-9.3,104.1,113.4,0.543,130,0.5,0.449,0.348,0.737,45.0,22.9,15.4,6.6,5.0,-1.4,107.8,109.1,0.555,0,12/04/2019
Charlotte Hornets,Golden State Warriors,0021900306,106,0.364,0.446,0.361,0.734,41.9,24.0,15.8,6.7,4.1,-8.4,105.7,114.1,0.55,91,0.182,0.429,0.322,0.836,42.9,23.7,14.4,7.8,4.6,-9.4,103.8,113.8,0.53,1,12/04/2019
Oklahoma City Thunder,Indiana Pacers,0021900312,100,0.421,0.461,0.354,0.785,42.2,21.7,14.5,7.4,4.6,-0.8,106.4,107.0,0.566,107,0.65,0.473,0.367,0.817,44.6,24.9,14.2,6.8,5.2,5.4,109.0,103.7,0.559,0,12/04/2019
New York Knicks,Denver Nuggets,0021900317,92,0.19,0.422,0.363,0.674,45.4,19.9,15.4,7.9,4.7,-9.7,102.5,112.1,0.517,129,0.722,0.445,0.345,0.745,47.0,25.9,14.0,8.0,5.0,4.2,106.2,102.1,0.532,0,12/05/2019
Washington Wizards,Philadelphia 76ers,0021900316,119,0.316,0.478,0.371,0.806,39.6,26.9,13.8,7.0,3.6,-3.8,112.4,116.1,0.577,113,0.714,0.466,0.357,0.748,45.8,25.8,16.3,8.8,5.6,4.8,107.3,102.6,0.561,1,12/05/2019
Toronto Raptors,Houston Rockets,0021900318,109,0.75,0.459,0.393,0.802,45.2,25.2,14.8,7.7,5.0,7.9,110.7,102.8,0.578,119,0.65,0.447,0.34,0.789,45.0,20.3,14.4,8.1,4.5,5.1,113.4,108.6,0.579,0,12/05/2019
New Orleans Pelicans,Phoenix Suns,0021900319,132,0.286,0.451,0.377,0.735,42.9,23.7,15.1,7.5,4.7,-4.9,108.5,113.6,0.559,139,0.45,0.462,0.364,0.804,40.3,27.3,13.6,7.5,3.7,1.1,111.0,109.7,0.577,0,12/05/2019
San Antonio Spurs,Sacramento Kings,0021900328,105,0.364,0.466,0.353,0.782,44.8,24.0,13.3,6.3,5.6,-3.9,109.5,113.1,0.555,104,0.4,0.448,0.351,0.777,42.4,23.2,16.0,7.8,5.0,-4.0,106.3,110.0,0.551,1,12/06/2019
Chicago Bulls,Golden State Warriors,0021900325,98,0.364,0.426,0.348,0.749,42.7,22.2,15.3,9.2,4.0,-3.1,103.5,106.7,0.532,100,0.174,0.43,0.325,0.831,42.8,23.5,14.5,7.8,4.6,-9.7,103.6,113.8,0.53,0,12/06/2019
Boston Celtics,Denver Nuggets,0021900323,108,0.75,0.441,0.348,0.801,46.2,23.4,13.0,8.7,5.8,6.8,110.0,103.1,0.55,95,0.737,0.451,0.358,0.736,47.1,26.6,14.0,8.0,5.0,5.9,107.5,101.5,0.539,1,12/06/2019
Cleveland Cavaliers,Orlando Magic,0021900321,87,0.25,0.436,0.342,0.778,44.2,20.5,15.2,7.4,3.2,-8.7,104.7,113.5,0.537,93,0.476,0.435,0.33,0.779,46.4,22.8,13.9,8.2,6.7,0.1,104.9,105.1,0.531,0,12/06/2019
Miami Heat,Washington Wizards,0021900324,112,0.714,0.474,0.388,0.759,44.1,24.5,17.9,8.5,4.5,5.2,109.0,104.0,0.588,103,0.35,0.477,0.373,0.807,39.6,26.8,13.7,7.1,3.5,-3.3,112.6,115.7,0.577,1,12/06/2019
Detroit Pistons,Indiana Pacers,0021900322,108,0.364,0.473,0.395,0.738,43.3,25.8,16.5,6.7,5.3,0.0,110.2,110.1,0.577,101,0.667,0.474,0.367,0.818,44.5,24.7,14.0,6.8,5.0,5.5,109.4,104.0,0.559,1,12/06/2019
Portland Trail Blazers,Los Angeles Lakers,0021900329,113,0.409,0.455,0.369,0.814,45.2,19.7,13.3,5.7,6.0,-1.3,110.0,111.2,0.56,136,0.864,0.483,0.361,0.734,45.0,26.2,14.8,8.6,7.3,8.9,111.2,102.8,0.572,0,12/06/2019
Milwaukee Bucks,LA Clippers,0021900327,119,0.864,0.484,0.353,0.719,48.8,24.1,14.0,7.0,5.9,12.2,114.2,101.9,0.59,91,0.727,0.46,0.36,0.775,47.2,22.6,15.6,7.3,5.3,7.4,111.2,103.6,0.566,1,12/06/2019
Charlotte Hornets,Brooklyn Nets,0021900320,104,0.391,0.447,0.365,0.732,42.2,24.4,15.8,6.9,4.3,-7.4,106.0,113.5,0.551,111,0.524,0.451,0.352,0.742,45.3,23.0,15.3,6.6,5.0,-0.8,108.7,109.4,0.558,0,12/06/2019
Oklahoma City Thunder,Minnesota Timberwolves,0021900326,139,0.4,0.462,0.354,0.788,42.2,22.0,14.5,7.3,4.7,-1.1,106.6,107.5,0.566,127,0.5,0.437,0.33,0.76,45.4,22.2,14.7,7.7,6.2,-1.0,107.0,107.9,0.547,1,12/06/2019
Philadelphia 76ers,Cleveland Cavaliers,0021900332,141,0.682,0.469,0.362,0.748,45.7,25.7,16.5,8.7,5.6,4.3,107.5,103.2,0.565,94,0.238,0.435,0.339,0.777,44.4,20.6,15.4,7.5,3.4,-8.6,104.2,112.9,0.535,1,12/07/2019
New York Knicks,Indiana Pacers,0021900331,103,0.182,0.422,0.358,0.673,44.8,20.1,15.3,8.0,4.8,-10.9,102.0,113.0,0.516,104,0.636,0.473,0.367,0.817,44.1,24.7,13.9,6.8,5.2,4.9,109.2,104.3,0.559,0,12/07/2019
Houston Rockets,Phoenix Suns,0021900333,115,0.667,0.445,0.344,0.792,45.3,20.7,14.8,8.2,4.4,5.3,113.5,108.4,0.578,109,0.476,0.463,0.365,0.811,40.5,27.2,13.7,7.9,3.8,1.4,111.4,109.9,0.578,1,12/07/2019
Utah Jazz,Memphis Grizzlies,0021900334,126,0.545,0.449,0.377,0.767,45.0,20.8,16.2,6.0,4.3,-0.2,105.0,105.0,0.559,112,0.286,0.449,0.346,0.776,43.8,25.5,15.5,7.4,5.1,-7.7,104.5,111.7,0.54,1,12/07/2019
Dallas Mavericks,New Orleans Pelicans,0021900330,130,0.714,0.462,0.361,0.777,47.2,24.0,12.8,6.5,4.5,8.5,116.6,108.2,0.581,84,0.273,0.454,0.379,0.737,42.5,23.7,15.4,7.7,4.8,-5.0,108.7,113.9,0.563,1,12/07/2019
Philadelphia 76ers,Toronto Raptors,0021900338,110,0.696,0.477,0.364,0.746,45.9,26.4,16.1,8.9,5.7,6.1,108.8,102.8,0.571,104,0.714,0.457,0.389,0.806,45.1,25.2,15.0,8.0,5.0,7.1,110.4,103.4,0.577,1,12/08/2019
Los Angeles Lakers,Minnesota Timberwolves,0021900342,142,0.87,0.485,0.367,0.739,44.8,26.1,14.9,8.6,7.3,9.4,111.9,102.9,0.577,125,0.476,0.441,0.33,0.758,44.9,22.3,14.6,7.7,6.0,-1.5,107.6,108.9,0.55,1,12/08/2019
Brooklyn Nets,Denver Nuggets,0021900335,105,0.545,0.453,0.354,0.744,45.5,23.5,15.5,6.9,5.0,-0.4,108.9,109.4,0.559,102,0.7,0.449,0.348,0.739,46.9,26.2,14.0,7.9,5.0,5.0,107.1,102.1,0.536,1,12/08/2019
Miami Heat,Chicago Bulls,0021900337,110,0.727,0.475,0.387,0.758,44.5,24.7,17.7,8.4,4.7,5.4,109.4,104.2,0.588,105,0.348,0.426,0.351,0.747,42.5,22.2,15.3,9.3,4.0,-3.1,103.6,106.7,0.532,1,12/08/2019
Portland Trail Blazers,Oklahoma City Thunder,0021900341,96,0.391,0.455,0.366,0.817,44.6,19.6,13.3,5.8,5.9,-2.2,109.7,111.9,0.56,108,0.429,0.467,0.352,0.797,41.9,21.8,14.2,7.3,4.9,-0.5,107.7,108.2,0.571,0,12/08/2019
Dallas Mavericks,Sacramento Kings,0021900340,106,0.727,0.465,0.36,0.779,47.5,24.1,12.8,6.6,4.5,10.1,117.1,107.0,0.584,110,0.381,0.445,0.347,0.779,42.8,22.9,15.9,7.8,4.9,-3.8,105.9,109.5,0.547,0,12/08/2019
Charlotte Hornets,Atlanta Hawks,0021900336,107,0.375,0.447,0.368,0.738,41.9,24.3,16.0,6.8,4.4,-7.4,106.2,113.5,0.552,122,0.227,0.453,0.312,0.746,40.4,22.5,17.1,8.5,4.8,-9.4,104.6,114.0,0.545,0,12/08/2019
Washington Wizards,LA Clippers,0021900339,119,0.333,0.474,0.369,0.811,39.6,26.9,13.6,7.0,3.5,-3.6,112.4,115.8,0.575,135,0.696,0.456,0.356,0.779,47.1,22.3,15.8,7.4,5.2,5.9,110.1,104.1,0.561,0,12/08/2019
Golden State Warriors,Memphis Grizzlies,0021900351,102,0.208,0.434,0.326,0.825,42.8,23.6,14.8,7.8,4.5,-9.2,103.7,113.5,0.533,110,0.273,0.453,0.342,0.768,43.1,25.4,15.4,7.8,5.0,-8.0,104.8,112.3,0.543,0,12/09/2019
Chicago Bulls,Toronto Raptors,0021900345,92,0.333,0.427,0.352,0.75,42.4,22.1,15.3,9.3,3.8,-3.2,103.6,106.8,0.534,93,0.682,0.456,0.387,0.808,45.0,25.1,15.1,8.2,4.9,6.5,110.1,103.7,0.575,0,12/09/2019
New Orleans Pelicans,Detroit Pistons,0021900348,103,0.261,0.45,0.369,0.74,42.0,23.3,15.3,7.5,4.7,-6.7,107.5,114.5,0.557,105,0.391,0.472,0.396,0.737,43.7,25.6,16.6,6.7,5.3,0.3,110.3,109.8,0.576,0,12/09/2019
Phoenix Suns,Minnesota Timberwolves,0021900349,125,0.455,0.461,0.363,0.802,40.8,27.2,13.8,7.7,3.8,1.1,111.0,109.7,0.574,109,0.455,0.444,0.333,0.762,44.2,22.5,14.6,7.6,6.0,-2.1,108.2,110.2,0.554,1,12/09/2019
Boston Celtics,Cleveland Cavaliers,0021900344,110,0.762,0.445,0.349,0.802,45.9,23.3,13.2,8.6,5.8,7.2,110.1,102.9,0.554,88,0.227,0.432,0.335,0.776,43.9,20.6,15.5,7.3,3.2,-10.4,103.7,114.1,0.531,1,12/09/2019
Houston Rockets,Sacramento Kings,0021900346,118,0.682,0.445,0.341,0.79,45.4,20.6,14.8,8.2,4.5,5.3,113.2,108.1,0.577,119,0.409,0.448,0.348,0.78,42.6,23.1,15.7,7.8,4.7,-3.5,106.6,109.7,0.549,0,12/09/2019
Utah Jazz,Oklahoma City Thunder,0021900350,90,0.565,0.453,0.385,0.772,44.8,21.3,16.4,6.0,4.1,0.4,105.8,105.2,0.566,104,0.455,0.464,0.351,0.796,42.5,21.4,14.1,7.3,4.7,0.0,108.0,107.9,0.57,0,12/09/2019
Milwaukee Bucks,Orlando Magic,0021900347,110,0.87,0.483,0.354,0.722,48.9,24.3,14.0,7.2,5.9,12.8,114.2,101.2,0.589,101,0.5,0.433,0.33,0.783,46.3,22.7,14.1,8.4,6.8,0.4,104.6,104.6,0.53,1,12/09/2019
Indiana Pacers,LA Clippers,0021900343,99,0.652,0.473,0.37,0.815,44.0,24.8,14.1,6.9,5.3,4.7,109.0,104.3,0.56,110,0.708,0.458,0.357,0.777,47.0,22.5,15.6,7.4,5.2,6.3,110.9,104.5,0.564,0,12/09/2019
Philadelphia 76ers,Denver Nuggets,0021900353,97,0.708,0.478,0.368,0.746,45.6,26.6,16.3,8.8,5.7,6.1,108.9,102.9,0.573,92,0.667,0.447,0.354,0.743,46.5,26.2,14.0,7.7,5.0,4.6,107.0,102.4,0.536,1,12/10/2019
Miami Heat,Atlanta Hawks,0021900354,135,0.739,0.472,0.384,0.761,44.4,24.5,17.7,8.4,4.5,5.4,109.3,104.2,0.587,121,0.261,0.455,0.317,0.752,40.8,22.8,17.0,8.5,4.9,-8.4,105.4,113.8,0.549,1,12/10/2019
